Screen-Size,RAM,Price,Brand,Processor,GPU,GPU-Type,Resolution,Condition
14.0,8,250.0,HP,Intel Core i5 8th Gen.,Intel HD 620,Integrated Graphics,1920 x 1080,Good - Refurbished
12.4,8,566.87,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,New
15.6,8,489.95,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,189.71,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,16,648.79,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,285.0,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,16,245.99,Dell,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,Dedicated Graphics,1920 x 1080,Good - Refurbished
12.5,4,165.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated Graphics,1024 x 768,Good - Refurbished
13.0,16,265.0,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Good - Refurbished
15.0,16,697.99,Microsoft,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2256 x 1504,Open box
14.0,8,195.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,8,374.99,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
16.0,16,846.71,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.0,32,290.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,243.46,Dell,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,16,850.0,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,379.95,Dell,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,467.04,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
15.6,8,700.0,MSI,Intel Core i7 9th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box
14.0,16,645.04,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
13.3,8,199.99,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
15.6,16,341.1,Lenovo,Intel Core i7 6th Gen.,Intel HD Graphics 530 && Nvidia Quadro M1000M,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
12.5,4,165.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated Graphics,1024 x 768,Good - Refurbished
13.3,8,349.0,Samsung,Intel Core i5 8th Gen.,Intel HD Graphics 620,Dedicated Graphics,1920 x 1080,Open box
15.6,16,332.1,Lenovo,Intel Core i7 6th Gen.,Intel HD Graphics 520 && Nvidia Quadro M500M,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,199.99,Dell,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,497.26,Lenovo,Intel Core i5 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Excellent - Refurbished
12.5,16,215.0,Dell,Intel Core i5 5th Gen.,Intel HD Graphics,Integrated Graphics,1024 x 768,Good - Refurbished
16.0,8,699.99,Dell,Intel Core i5 13th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Open box
13.0,8,629.99,Lenovo,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
14.0,8,357.84,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.0,8,195.0,Dell,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Good - Refurbished
13.3,8,685.0,Lenovo,Intel Core i5 8th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Open box
14.0,32,265.0,Dell,Intel Core i5 7th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
16.0,16,425.0,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3072 x 1920,Open box
14.0,8,779.99,Lenovo,Intel Core i7 13th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
13.3,16,789.0,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Open box
14.0,16,478.49,MSI,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,495.45,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,415.75,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,429.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,199.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,650.0,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
17.3,8,369.99,Asus,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,427.0,Lenovo,Intel Core i5 13th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
13.0,8,215.95,Lenovo,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,285.0,HP,Intel Core i7 4th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Good - Refurbished
17.3,8,629.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1600 x 900,New
15.6,8,666.66,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,8,900.0,HP,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Open box
14.0,16,299.99,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.0,8,242.1,Dell,Intel Core i5 4th Gen.,Intel HD Graphics 4600,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,8,360.98,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,599.0,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,929.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.5,8,800.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,New
15.6,8,400.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,471.75,HP,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,281.99,HP,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,32,422.06,Dell,Intel Core i7 7th Gen.,NVIDIA Quadro M1200,Dedicated Graphics,1024 x 768,Very Good - Refurbished
17.3,8,825.0,Acer,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New
17.3,32,699.95,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Good - Refurbished
14.4,16,969.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2400 x 1600,New
15.6,8,649.99,Asus,Intel Core i5 12th Gen.,NVIDIA GeForce GTX 1650 Max-Q,Dedicated Graphics,1920 x 1080,New
13.3,16,515.0,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,395.96,Dell,Intel Core i7 8th Gen.,NVIDIA Quadro P1000,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
15.6,16,191.99,Dell,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,4,389.0,Acer,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,799.99,MSI,Intel Core i9 13th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
15.6,8,750.0,Intel,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,849.15,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,885.0,HP,Intel Core i7 10th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
14.0,16,457.99,Lenovo,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
15.6,16,489.99,Dell,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,8,124.5,HP,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1920 x 1080,New
15.6,16,159.11,Dell,Intel Core i7 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,399.0,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
13.5,8,499.99,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2256 x 1504,Open box
13.3,16,841.48,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics 620,Integrated Graphics,3840 x 2160,Open box
15.6,16,375.06,Dell,Intel Core i7 7th Gen.,NVIDIA Quadro M1200,Dedicated Graphics,1024 x 768,Very Good - Refurbished
12.5,4,195.0,Lenovo,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,8,299.96,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Open box
15.6,8,679.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,151.99,Dell,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,16,799.77,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3840 x 2160,Open box
12.4,8,375.0,Microsoft,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1536 x 1024,Open box
14.0,16,230.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,8,349.99,Gateway,Intel Core i5 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,499.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,472.22,Dell,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,16,355.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,649.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1366 x 768,New
14.0,8,299.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,859.99,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
17.3,32,699.0,Dell,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,Dedicated Graphics,1024 x 768,Very Good - Refurbished
15.6,4,329.99,Asus,Intel Core i3 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,945.67,Asus,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,32,349.99,Lenovo,Intel Core i7 7th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,225.0,Dell,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Good - Refurbished
16.0,8,510.0,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,8,417.75,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1024 x 768,New
15.6,16,839.0,Razer,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1660 Ti,Dedicated Graphics,1920 x 1080,Open box
15.6,8,181.99,Dell,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,249.99,Dell,Intel Core i7 5th Gen.,Nvidia GeForce 840M,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
15.6,32,300.0,Dell,Intel Core i7 7th Gen.,NVIDIA QUADRO (M2200),Dedicated Graphics,1920 x 1080,Open box
14.0,16,451.99,HP,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
12.4,8,820.39,Microsoft,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1536 x 1024,Very Good - Refurbished
13.0,16,585.28,Dell,Intel Core i5 11th Gen.,Integrated Graphics,Integrated Graphics,1920 x 1280,Excellent - Refurbished
16.0,16,818.88,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3072 x 1920,New
14.0,16,545.99,HP,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Good - Refurbished
13.3,32,384.46,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
14.0,8,589.0,HP,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
12.3,16,900.0,Microsoft,Intel Core i7 10th Gen.,AMD FirePro M4100,Integrated Graphics,2736 x 1824,New
15.6,8,799.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,314.96,Lenovo,Intel Core i7 7th Gen.,NVIDIA Quadro M2200,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,279.99,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,189.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,659.95,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
14.0,16,346.86,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
14.0,16,549.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
15.6,8,648.0,HP,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.5,16,499.99,Microsoft,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,2256 x 1504,Excellent - Refurbished
15.6,16,679.9,HP,Intel Core i7 12th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
14.0,32,413.0,Dell,Intel Core i7 6th Gen.,AMD FirePro M4100,Integrated Graphics,2560 x 1440,Good - Refurbished
13.4,32,759.99,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
14.0,16,255.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Good - Refurbished
16.0,32,919.0,Dell,Intel Core i5 12th Gen.,NVIDIA RTX A1000,Dedicated Graphics,1920 x 1200,Open box
14.0,8,299.99,Dell,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe 1 GB,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,499.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.4,16,499.0,Asus,AMD Ryzen 9 6000 Series,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1200,New
14.0,32,399.0,Dell,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
13.3,8,350.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,500.0,HP,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
15.6,16,449.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Excellent - Refurbished
12.5,8,235.0,Lenovo,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated Graphics,1366 x 768,Good - Refurbished
15.6,16,399.0,HP,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
14.0,16,729.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,759.0,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,799.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.0,16,599.99,Microsoft,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1660 Ti,Dedicated Graphics,3240 x 2160,New
14.0,16,189.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,4,399.0,Acer,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,255.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,16,699.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Excellent - Refurbished
15.6,16,474.95,Dell,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,449.75,HP,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,New
15.6,8,399.94,Dell,Intel Core i5 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
15.6,16,805.22,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.0,32,499.0,Dell,Intel Core i7 10th Gen.,NVIDIA Quadro P620,Dedicated Graphics,1920 x 1080,Good - Refurbished
13.3,16,688.98,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,16,669.99,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,379.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,32,489.0,Dell,Intel Core i7 9th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1024 x 768,Very Good - Refurbished
15.6,8,816.33,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,529.98,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,359.99,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
17.0,16,669.0,LG,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Open box
14.0,16,843.61,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1900 x 1200,New
15.6,8,899.99,MSI,Intel Core i7 8th Gen.,nVIDIA GTX 1050Ti 4GB,Dedicated Graphics,1024 x 768,Open box
14.0,8,725.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.5,16,175.99,Lenovo,Intel Core i5 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,16,299.99,Dell,Intel Core i7 7th Gen.,Intel Corporation HD Graphics 620,Integrated Graphics,1920 x 1080,Open box
10.5,4,329.99,Microsoft,Intel Core i3 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
14.0,16,819.99,Lenovo,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
14.0,16,830.0,Lenovo,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1200,New
14.0,16,279.99,Lenovo,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,16,335.0,HP,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Integrated Graphics,1024 x 768,Good - Refurbished
15.6,16,768.99,Dell,Intel Core i7 11th Gen.,NVIDIA T1200,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,16,832.99,Microsoft,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Graphics,2400 x 1600,Good - Refurbished
15.6,8,300.0,Dell,Intel Core i3 12th Gen.,Integrated Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,247.45,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.0,8,963.6,Microsoft,Intel Core i5 7th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
13.3,8,849.99,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,377.15,Lenovo,Intel Core i7 4th Gen.,INTEL HD GRAPHICS 4600,Integrated Graphics,1366 x 768,Very Good - Refurbished
13.3,16,225.0,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,200.0,Dell,Intel Core i5 4th Gen.,Intel Graphics Family,Integrated Graphics,1024 x 768,Good - Refurbished
17.3,8,385.0,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
12.4,4,419.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
13.4,16,800.0,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,299.95,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
16.0,32,999.0,Asus,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,2560 x 1600,New
15.6,8,294.99,Acer,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,16,461.97,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,279.99,Dell,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,769.99,Samsung,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,834.48,Lenovo,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,999.99,MSI,Intel Core i7 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,New
15.6,8,469.99,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,329.0,Dell,Intel Core i5 7th Gen.,NVIDIA GeForce GTX 1060,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,16,259.99,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,389.0,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1024 x 768,New
14.0,8,315.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1024 x 768,Good - Refurbished
14.0,8,329.99,LG,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1200,Good - Refurbished
14.0,16,767.99,HP,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Very Good - Refurbished
14.0,32,310.0,HP,Intel Core i5 8th Gen.,Intel HD 620,Integrated Graphics,1920 x 1080,Good - Refurbished
16.0,16,745.06,Dell,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Open box
14.0,8,175.0,Dell,Intel Core i5 4th Gen.,Intel HD Graphics,Dedicated Graphics,1024 x 768,Good - Refurbished
13.3,8,349.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,New
16.0,16,385.08,Dell,Intel Core i7 12th Gen.,NVIDIA RTX A2000,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
